id,city,was_crawled,was_analyzed,channel_title_1,channel_description_1,URL_1,channel_title_2,channel_description_2,URL_2,channel_title_3,channel_description_3,URL_3,channel_title_4,channel_description_4,URL_4,channel_title_5,channel_description_5,URL_5,channel_title_6,channel_description_6,URL_6,channel_title_7,channel_description_7,URL_7,channel_title_8,channel_description_8,URL_8
AT00007629,mcintosh,yes,yes,Fort Morris Historic Site,"When the Continental Congress convened in 1776, the delegates recognized the importance of a fort to protect their growing ...",https://www.youtube.com/channel/UCWhc7Xar2-uCsYc-GAOEBQQ,,,,,,,,,,,,,,,,,,,,,
AT00007630,madeira beach,yes,yes,"City of Treasure Island, FL (Official Page)","Treasure Island, located along the Gulf of Mexico, is home to white sandy beaches, pristine waters, hotels, restaurants and ...",https://www.youtube.com/channel/UCU5ocMcwbaVkK5RgaKIZK_w,,,,,,,,,,,,,,,,,,,,,
AT00007631,madison,yes,yes,Virtual Railfan,"Official channel of Virtual Railfan, Inc. Virtual Railfan is the premiere provider for live train cams all over the United States ...",https://www.youtube.com/channel/UCOIkT9bq-1N2BvrsBjhNlag,,,,,,,,,,,,,,,,,,,,,
AT00007632,maitland,yes,yes,"City of Sanford, FL","Official Youtube Channel of City of Sanford, Florida. There's Always Something Going On in Historic Sanford. As one of the oldest ...",https://www.youtube.com/channel/UCrOGg6n2Qjw6yujcrwc0Z3g,Univision Orlando,Univision Orlando es el espacio digital de noticias para que los residentes de la comunidad hispana en la entidad encuentren ...,https://www.youtube.com/channel/UC0qnz11Nnqk1XWzLVU0F4kg,,,,,,,,,,,,,,,,,,
AT00007633,malabar,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007634,malone,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007635,manalapan,yes,yes,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,,,,,,,,,,,,,,,,,,
AT00007638,mango,yes,yes,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,,,,,,,,,,,,,,,,,,,,,
AT00007639,mangonia park,yes,yes,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,LIVING IN PALM BEACH FLORIDA,"Originally from New York, I relocated my family to South Florida 18 years ago. Knowing that we wanted to live in Florida but not ...",https://www.youtube.com/channel/UC6KcefKj7mvfC2wb3ED-lCQ,City of Boynton Beach,,https://www.youtube.com/channel/UCHxHJQCYf067_qYAmq9lKcw,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,
AT00007640,marathon,yes,yes,"Gurdwara Shri Guru Singh Sabha,Modal Town Ext. Ldh","Waheguru ji ka Khalsa Waheguru ji ki Fateh All uploads on this channel are live recorded from G Guru Singh Sabha, Model Town ...",https://www.youtube.com/channel/UCARmXK6IKhxyQfFvMsjI54w,,,,,,,,,,,,,,,,,,,,,
AT00007641,marco island,yes,yes,Marco Island Police Department,,https://www.youtube.com/channel/UC13iEUyWGT0dIUv5MVM9EIQ,,,,,,,,,,,,,,,,,,,,,
AT00007642,margate,yes,yes,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",https://www.youtube.com/channel/UClAfziZQ5Gra8DrGRzyq37w,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,Margate Florida,"City of Margate, Florida - special events, news etc.",https://www.youtube.com/channel/UCQinCGCtGVD4RkTQZkxBluw,STEAM City Kids,,https://www.youtube.com/channel/UCvDp5JYFUn8ltOgqsUmzlkg,,,,,,,,,
AT00007643,marianna,yes,yes,Fourteenth Judicial Circuit of Florida,"YouTube Channel for the Fourteenth Judicial Circuit of Florida. Our Vision: Justice in Florida will be Accessible, Fair, Effective, ...",https://www.youtube.com/channel/UCZKMHi6_-072bacbDowUqpA,Visit Jackson County Florida,"Jackson County, Florida is centrally located in the panhandle of Northwest Florida, surrounded by canopy oak trees and miles of ...",https://www.youtube.com/channel/UCdMucvSJkOkZoGTPY0M2-vw,,,,,,,,,,,,,,,,,,
AT00007644,marineland,yes,yes,FloridasHistoricCoast,"Visit St. Augustine, Ponte Vedra and The Beaches... Along Florida's Historic Coast, history comes alive on brick-lined streets ...",https://www.youtube.com/channel/UCeDxaNJAL2BHNltCOsKKdTw,,,,,,,,,,,,,,,,,,,,,
AT00007645,mary esther,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007647,mascotte,yes,yes,LakeFront TV,Lake Front TV is the 24/7 television channel based in Lake County. . We provide quality community programming profiling the best ...,https://www.youtube.com/channel/UCxoj144x33hmdvwm2Upiyhg,,,,,,,,,,,,,,,,,,,,,
AT00007650,mayo,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007653,medley,yes,yes,City of Greenville Pipes and Drums,"The City of Greenville Pipes and Drums is a competition and performance Scottish bagpipe band located in Greenville, SC.",https://www.youtube.com/channel/UCecmY0C_4SBTZw502GAH_1Q,,,,,,,,,,,,,,,,,,,,,
AT00007655,melbourne,yes,yes,City of West Melbourne,,https://www.youtube.com/channel/UC0rw9-ZqduSTcs6uBNU7_ag,"City of Melbourne, Florida","This channel is to promote the City of Melbourne, Florida.",https://www.youtube.com/channel/UCIeepyKc4W63pXYf5ce45bQ,CityofMelbourneFL,"Video material sponsored by the City of Melbourne, Florida.",https://www.youtube.com/channel/UCz0pCQ2iv_bk8ZMgcKeKfew,,,,,,,,,,,,,,,
AT00007659,merritt island,yes,yes,TitusvilleFloridaUSA,"All about the city of Titusville, Florida, gateway to nature and space. Titusville is a city in Brevard County, Florida in the United ...",https://www.youtube.com/channel/UC11hy4SA6eV1QW5qTSopFAw,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCbWJK7XQyPVBmp15Fwoa4jA,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCzVNSjCc0HnwzvaDCtpAj5A,,,,,,,,,,,,,,,
AT00007660,mexico beach,yes,yes,"Mexico Beach, FL","You've discovered the unforgettable seaside town of Mexico Beach, located on Florida's Panhandle. Our secluded town, just 45 ...",https://www.youtube.com/channel/UC6Oq4mb0i9w8dGSk_6H7K_g,,,,,,,,,,,,,,,,,,,,,
AT00007661,miami,yes,yes,City of Miami Gov,The Official City of Miami YouTube Channel.,https://www.youtube.com/channel/UCSsI2UhZkrUHM0HjP9T7wDQ,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,North Miami FL,Official City of North Miami YouTube channel. Stay tuned for access to Council Meetings and other videos produced for the City of ...,https://www.youtube.com/channel/UCJQEgz91L5FWvzfDHqIf7fw,City of West Miami,"West Miami is a city in Miami-Dade County, Florida, United States. The city is part of the Miami metropolitan area of South Florida.",https://www.youtube.com/channel/UC7X7aBKcMKGq04z6JAc3f1w,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,Miami Police Department,"Welcome to City of Miami Police Department's official YouTube page, where you will find the Miami Police VLOG created by our ...",https://www.youtube.com/channel/UCQ4ep1O3dLiHsda9rOPccsQ,,,,,,
AT00007665,miami shores village,yes,yes,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,City of Miami Gov,The Official City of Miami YouTube Channel.,https://www.youtube.com/channel/UCSsI2UhZkrUHM0HjP9T7wDQ,,,,,,,,,,,,,,,
AT00007667,micanopy,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007668,micco,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007670,midway,yes,yes,"City of Midway, Florida","Midway, Florida is located at the heart of Gadsden County and serves as North Florida's Gateway City. The City's estimated 2019 ...",https://www.youtube.com/channel/UCqhOr2LsPCGXzyhzEPbqzuw,,,,,,,,,,,,,,,,,,,,,
AT00007673,milton,yes,yes,WEAR Channel 3 News,"First. Live. Local. WEAR ABC Channel 3 News covering Northwest Florida in Pensacola, Fort Walton Beach and Destin.",https://www.youtube.com/channel/UCHivLClmGfy45FeK5N8E1Xg,"City of Milton, Florida",,https://www.youtube.com/channel/UC74DntI7Q-9bi_o7gO_02eg,"City of Milton, Florida","Official YouTube channel for the City of Milton, Florida. This is not an actively maintained account. We currently only use YouTube ...",https://www.youtube.com/channel/UCslWEPwz3QQ-HhOfVzKj1cg,,,,,,,,,,,,,,,
AT00007674,mims,yes,yes,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCbWJK7XQyPVBmp15Fwoa4jA,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCzVNSjCc0HnwzvaDCtpAj5A,Oviedo City Government,"The official Youtube Channel for the City of Oviedo, Florida.",https://www.youtube.com/channel/UCGHxkgcWYs3Ei6v-leDbqeA,"City of Deltona, Florida","This is the YouTube channel for DeltonaTV, the government access channel for the City of Deltona, Florida, operated under the ...",https://www.youtube.com/channel/UCVmnLgKGLhHhcyQBKZgzvOw,,,,,,,,,,,,
AT00007675,minneola,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007676,miramar,yes,yes,It's Right Here in Miramar,It's Right Here in Miramar! And so are you! Go to MiramarFL.gov for more information!,https://www.youtube.com/channel/UCfPxlXEstk60hD3bM33XrjA,Miramar Fire Rescue,Miramar Fire Rescue is located in Miramar Florida.,https://www.youtube.com/channel/UCbSYzjUqgyy6pzEcbCV7JOg,Destiny Worship Center,Welcome to the official Destiny Worship Center YouTube channel which features the latest sermons and preaching from our ...,https://www.youtube.com/channel/UCULwAoCDC-aHRtofvReacUA,,,,,,,,,,,,,,,
AT00007679,monticello,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007681,montverde,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007683,moore haven,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007686,mount dora,yes,yes,Living In Mount Dora Florida,Welcome to Mount Dora! An artistic and historic city located in Central Florida with so much to do! Mount Dora has so much to offer ...,https://www.youtube.com/channel/UCTUnjiXbxPYwaA_E8R1bP6g,Mount Dora Chamber of Commerce,Welcome to the Mount Dora Area Chamber of Commerce – your window into the heart of Florida's charm! Explore the vibrancy of ...,https://www.youtube.com/channel/UCbWc13TaNOMFMKvXPWv4K-A,cityofmountdora,"Official City of Mount Dora, FL government YouTube channel.",https://www.youtube.com/channel/UC6j68ILKMcYlwqdY0am5WQg,,,,,,,,,,,,,,,
AT00007689,mulberry,yes,yes,"City of Mulberry, FL","The City of Mulberry, Florida is a thriving little community situated on Highway 60 directly between Tampa and Orlando. Originally ...",https://www.youtube.com/channel/UC6DDjAhk2_FY6emhmWrSGfQ,Living in Celebration,"Welcome to ""Living in Celebration Florida,"" your go-to YouTube channel for everything about life in the charming town that Disney ...",https://www.youtube.com/channel/UCwRCN_G_tAVkGk42u7mOopg,,,,,,,,,,,,,,,,,,
AT00007692,naples,yes,yes,"St. Katherine Greek Orthodox Church - Naples, FL","Mission To energize, cultivate and inspire the faithful by proclaiming the Faith and Gospel of Christ as preserved in the Orthodox ...",https://www.youtube.com/channel/UC98v_KMiqBrfL852pOznYAQ,,,,,,,,,,,,,,,,,,,,,
AT00007697,navarre,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007699,neptune beach,yes,yes,LIVING IN JACKSONVILLE FLORIDA,"This channel is all about living in Jacksonville, Florida, moving to Jacksonville Florida, and relocating to Jacksonville Florida.",https://www.youtube.com/channel/UCx2bGNY3hdcZ7LxlnbDZotw,,,,,,,,,,,,,,,,,,,,,
AT00007700,newberry,yes,yes,City of Newberry,Official YouTube channel for the City of Newberry. Includes commission meetings and other municipal government meetings.,https://www.youtube.com/channel/UC9MNwMuigm3PeKHacwz2xQQ,"City of Gainesville, Florida",The latest videos from the City of Gainesville's Communications Office.,https://www.youtube.com/channel/UCPRBTIJPBe60dKAtgCHYwpQ,"City of Williston, FL","The City of Williston, Florida.",https://www.youtube.com/channel/UCKt1468kcNjBS2AYgOaBsRQ,WCJB TV20 News,"Your Local Station for North Central Florida News, Weather and Sports. For news tips, email tv20news@wcjb.com.",https://www.youtube.com/channel/UCnoDBN2eLiJamBbSpqKpN_Q,,,,,,,,,,,,
AT00007701,new port richey,yes,yes,"City of New Port Richey, Florida","The City of New Port Richey, Florida, is proud to announce its newest channel titled, ""In the City."" This channel will highlight City ...",https://www.youtube.com/channel/UCDDZxCRoWh5rMmQuF8oS9ag,"New Port Richey, Florida","New Port Richey is a city in Pasco County, Florida, United States. It is a suburban city included in the Tampa-St.",https://www.youtube.com/channel/UCHuYQOv-m-w3w9Ag5Aa_BjQ,City of Port Richey,,https://www.youtube.com/channel/UCiFHiXnOZzzF-gbtAbd2m6Q,Bill Zeltman - New Port Richey Guru,The official YouTube page of New Port Richey's Official Town Guru Bill Zeltman. Contact Bill for all of your real estate needs in the ...,https://www.youtube.com/channel/UCdiMCzy-Z9NAE5xYWz7RGkg,,,,,,,,,,,,
AT00007703,new smyrna beach,yes,yes,New Smyrna Museum of History,The New Smyrna Museum of History is dedicated to preserving the history of Southeast Volusia County Florida. As the 3rd oldest ...,https://www.youtube.com/channel/UCuPhWG8vTuQvg_BBeEOzfog,NewSmyrnaBeach Florida,"Every town has its secrets. Its mysteries Established in 1768, New Smyrna Beach is the second oldest city in the United States ...",https://www.youtube.com/channel/UCrSarB4bw4W7t6pVfZ2pbQg,,,,,,,,,,,,,,,,,,
AT00007704,niceville,yes,yes,City of Niceville ,"Official YouTube channel for the City of Niceville, FL.",https://www.youtube.com/channel/UC37u7TSbW8mnbSOWdjo7A1A,City of Niceville Youth Advisory Council,,https://www.youtube.com/channel/UCyZoJXqYEHdo3TPLqiY77hw,,,,,,,,,,,,,,,,,,
AT00007708,noma,yes,yes,Mayor George Vallejo,The Official YouTube channel of North Miami Beach Mayor George Vallejo.,https://www.youtube.com/channel/UCzitEsHTG91W-pI7trV8CmA,,,,,,,,,,,,,,,,,,,,,
AT00007709,north bay village,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,City of Miami Gov,The Official City of Miami YouTube Channel.,https://www.youtube.com/channel/UCSsI2UhZkrUHM0HjP9T7wDQ,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,,,,,,,,,,,,
AT00007715,north lauderdale,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,North Beach Village Resort,"North Beach Village Resort is a collection of boutique hotels featuring over 500 rooms including studios, deluxe studios, and one ...",https://www.youtube.com/channel/UCn28X0C35RqJgYJ6adIGeEQ,WPLG Local 10,"South Florida News, Weather, Entertainment, Sports and more from WPLG Local 10. An ABC affiliate, Local 10 is the No. 1 news ...",https://www.youtube.com/channel/UCgVZ0mrM3liHNhRYC5Mchgg,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,,,,,,,,,,,,
AT00007716,north miami,yes,yes,North Miami FL,Official City of North Miami YouTube channel. Stay tuned for access to Council Meetings and other videos produced for the City of ...,https://www.youtube.com/channel/UCJQEgz91L5FWvzfDHqIf7fw,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,City of Miami Gov,The Official City of Miami YouTube Channel.,https://www.youtube.com/channel/UCSsI2UhZkrUHM0HjP9T7wDQ,New Birth Baptist Church Miami,"Under the leadership of Bishop Victor T. Curry, this is the Official YouTube Channel of New Birth Baptist Church, ""The City of Faith"" ...",https://www.youtube.com/channel/UCr741acctc0tgk_PIadhM3g,WPLG Local 10,"South Florida News, Weather, Entertainment, Sports and more from WPLG Local 10. An ABC affiliate, Local 10 is the No. 1 news ...",https://www.youtube.com/channel/UCgVZ0mrM3liHNhRYC5Mchgg,FC Miami City,"About the FC Miami City Based in Miami, FL, Home-field is Central Broward Regional Park Visit our website www.fcmiamicity.com ...",https://www.youtube.com/channel/UCcUOpm1nKRw1cFgeVKXMWAQ,Museum of Contemporary Art North Miami,The Museum of Contemporary Art (MOCA) is dedicated to making contemporary art accessible to diverse audiences – especially ...,https://www.youtube.com/channel/UCyaEftsFTby_r3ncRHDZiSQ
AT00007718,north palm beach,yes,yes,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,,,,,,,,,,,,,
AT00007719,north port,yes,yes,"North Port, Florida","Located in Southwest Florida between Tampa and Fort Myers, the City of North Port is the largest city in Sarasota County.",https://www.youtube.com/channel/UCTh3-EEpBJ7yKjG6T5lO8_A,The Environmental Conservancy of North Port ,"The Environmental Conservancy of North Port, Inc. dba The Environmental Conservancy of North Port And Surrounding Areas is a ...",https://www.youtube.com/channel/UC2eH4C0yJuVgIijRYnK6kuQ,,,,,,,,,,,,,,,,,,
AT00007720,north redington beach,yes,yes,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",https://www.youtube.com/channel/UCKr9me5QJuC173tnPh_4k9g,100 Commission Real Estate Commission Tampa,"Tampa 100 Commission Real Estate Commission. Olympus Executive Realty Tampa ® 2700 North MacDill Avenue, Suite 217 ...",https://www.youtube.com/channel/UCUY0nCWCrOFPbvrSziL3T-A,KB Builders,"Custom Home Builder, Remodeling Contractor + Design K+B Builders Inc., provides the finest in new and luxury home building ...",https://www.youtube.com/channel/UCFzSYE_pwY-2DTr0_bN5t7w,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",https://www.youtube.com/channel/UCx4-4RHo_bhTMQJNh6Du0AA,,,,,,,,,,,,
AT00007724,oak hill,yes,yes,"City of Oak Hill, WV","This channel hosts live and archived videos from the municipal government of Oak Hill, WV.",https://www.youtube.com/channel/UCR_4xrxpArRcHjrlzDkH8kQ,,,,,,,,,,,,,,,,,,,,,
AT00007725,oakland,yes,yes,City of Oakland Park,"Oakland Park is a City on the move! As a hometown choice for excellence in people and service, we are an inclusive community ...",https://www.youtube.com/channel/UCY2Lsf5xrL2KXmAd0XXUXPA,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,,,,,,,,,,,,,,,,,,
AT00007726,oakland park,yes,yes,City of Oakland Park,"Oakland Park is a City on the move! As a hometown choice for excellence in people and service, we are an inclusive community ...",https://www.youtube.com/channel/UCY2Lsf5xrL2KXmAd0XXUXPA,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,,,,,,,,,,,,
AT00007729,ocala,yes,yes,Around Ocala,"Welcome to Aroundocala! We are now living in Ocala and loving it! The plan is to show you around the city, rural areas and some ...",https://www.youtube.com/channel/UCa_fTTxovckDtibNzPggZnA,,,,,,,,,,,,,,,,,,,,,
AT00007731,ocean city,yes,yes,City of St. Augustine Beach,"This channel is setup for the City of St. Augustine Beach Florida, our residents, and visitors. http://www.staugbch.com/",https://www.youtube.com/channel/UCNzeny-WIgQIAP-W6ljZ-7w,City of Pompano Beach,Official YouTube Channel of the City of Pompano Beach. Take a moment to unwind and enjoy Florida's Warmest Welcome!,https://www.youtube.com/channel/UCRRccDqr0n4AwW1BJANi4jw,City of Deerfield Beach,"This is the official video channel of the City of Deerfield Beach, Florida, government. The mission of the Office of Public Affairs and ...",https://www.youtube.com/channel/UCGOxU-8iNOeoG3a337shXoA,,,,,,,,,,,,,,,
AT00007732,ocean ridge,yes,yes,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,,,,,,,,,,,,,,,,,,,,,
AT00007733,ocoee,yes,yes,OCOEE TV,"Ocoee TV, is a 24-hour government access channel programmed and operated by the City of Ocoee, Florida. Ocoee TV, Channel ...",https://www.youtube.com/channel/UC62SprpD85AqvtjJk2bP4-A,,,,,,,,,,,,,,,,,,,,,
AT00007737,okeechobee,yes,yes,City of Okeechobee,"If you're looking for a friendly, rural, small town community with a forward-thinking attitude, you'll feel right at home here in ...",https://www.youtube.com/channel/UCkuMLRHgvBBNRsQzBZAtkWQ,OUAFlorida,The Okeechobee Utility Authority (OUA) is a government entity that began full operation of the water and wastewater systems of ...,https://www.youtube.com/channel/UCiRU2pz0ifLJ2m7MUjtEBgw,,,,,,,,,,,,,,,,,,
AT00007738,oldsmar,yes,yes,CityOfOldsmar,"Videos of City Council and Advisory Board Meetings for the City of Oldsmar, Florida.",https://www.youtube.com/channel/UCAzoS5eveYcUaWisO0ffQDA,Oldsmar Public Works,The City of Oldsmar's Public Works Department is vital in providing important services for our community. These include ...,https://www.youtube.com/channel/UCFcWwKFiWFLntaA00s1lKrA,Oldsmar Public Library,"Official YouTube Channel for the Oldsmar Public Library. Featuring programs for adults, teens, and kids!",https://www.youtube.com/channel/UCLb5Qok5JOtojqOnsJxxdUg,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",https://www.youtube.com/channel/UCKr9me5QJuC173tnPh_4k9g,,,,,,,,,,,,
AT00007742,opa-locka,yes,yes,"City of Opa-locka, FL",City of Opa-locka's Official YouTube Channel.,https://www.youtube.com/channel/UCOAsS_oXDEida5PdhtJwYuA,The Opa-locka Community Development Corp. (OLCDC),"OLCDC is a nonprofit organization, serving as a catalyst in rebuilding N. Miami-Dade's most challenging low-income ...",https://www.youtube.com/channel/UCC-H4LRxZk4Ed-i6wmYmHxQ,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,,,,,,,,,,,,,,,
AT00007743,orange,yes,yes,"City of Orange City, Florida","This channel is the official channel for the City of Orange City, Florida government.",https://www.youtube.com/channel/UCm9YZSpPqHckVrtDdrL3isw,Port Orange Government Television,,https://www.youtube.com/channel/UCTYNmc7tZVRrB2NH5-Oj7hg,,,,,,,,,,,,,,,,,,
AT00007744,orange park,yes,yes,Orange TV,"Orange TV (Channel 488 on Bright House, Channel 9 on Comcast, Channel 99 AT&T U-Verse and 29-2 Digital Over the Air) ...",https://www.youtube.com/channel/UCff6MZzeWNpXg6TCU3jdxbA,,,,,,,,,,,,,,,,,,,,,
AT00007746,orchid,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007748,orlando,yes,yes,CityofOrlando,City of Orlando Municipal Government.,https://www.youtube.com/channel/UCTOsxjDi8Wow6xhEbGvVugA,Orlando Living,Welcome to your ultimate Orlando relocation guide! This channel is your indispensable tool for every aspect related to life in the ...,https://www.youtube.com/channel/UChtSE1ls1wz5uSoYcbQbftA,Univision Orlando,Univision Orlando es el espacio digital de noticias para que los residentes de la comunidad hispana en la entidad encuentren ...,https://www.youtube.com/channel/UC0qnz11Nnqk1XWzLVU0F4kg,,,,,,,,,,,,,,,
AT00007750,ormond beach,yes,yes,cityoformondbeach,Follow your local government via YouTube! The City of Ormond Beach and the Performing Arts Center now offer residents the ...,https://www.youtube.com/channel/UC_cs0XDVn9HDaDAR1Xym2lQ,Citizens for Ormond Beach,Citizens for Ormond Beach (CFOB) is a long-established civic group that has been an important voice of the people of our city ...,https://www.youtube.com/channel/UCq9-c0m_c5ID8crsdY9XSrQ,Signature HealthCARE of Ormond,Signature HealthCARE of Ormond is a quaint 60-bed skilled nursing facility nestled in a quiet setting within the city of Ormond ...,https://www.youtube.com/channel/UCBHAkpAJF8AB-WtAXMd1CUA,,,,,,,,,,,,,,,
AT00007752,osprey,yes,yes,The Weather Channel,Welcome to The Weather Channel's official YouTube page. Featuring weather stories and expert insights from the most trusted ...,https://www.youtube.com/channel/UCGTUbwceCMibvpbd2NaIP7A,North Florida Ospreys,Welcome to the Official YouTube page of North Florida Athletics and the Osprey Sports Network! The North Florida Ospreys have ...,https://www.youtube.com/channel/UCumCBz6oLdgJM3R_hYKMRew,,,,,,,,,,,,,,,,,,
